wavelength,x,y,z
0.0,-9.2890625,0.0,9.0087890625
0.0005,-10.6103515625,1.12109375,9.12890625
0.001,-11.0908203125,3.1630859375,7.52734375
0.0015,-10.8505859375,4.9248046875,5.4853515625
0.002,-11.1708984375,7.1669921875,3.6435546875
0.0025,-10.7705078125,8.888671875,1.4814453125
0.003,-9.689453125,9.2490234375,0.0
0.0035,-9.4892578125,10.490234375,-1.6015625
0.004,-7.0068359375,10.08984375,-3.7236328125
0.0045,-5.0849609375,9.849609375,-5.4052734375
0.005,-2.9228515625,10.169921875,-7.84765625
0.0055,-0.6806640625,9.12890625,-9.048828125
0.006,0.80078125,8.7685546875,-10.0498046875
0.0065,2.6826171875,7.767578125,-10.970703125
0.007,4.8046875,5.525390625,-10.7705078125
0.0075,7.126953125,3.3232421875,-10.890625
0.008,9.609375,0.9208984375,-10.9306640625
0.0085,10.2099609375,-1.1611328125,-9.529296875
0.009,11.291015625,-2.0419921875,-9.6494140625
0.0095,11.5712890625,-4.3642578125,-7.6875
0.01,11.2109375,-6.2861328125,-5.28515625
0.0105,11.4912109375,-8.5283203125,-3.283203125
0.011,10.810546875,-10.0498046875,-1.041015625
0.0115,9.5693359375,-10.1298828125,0.48046875
0.012,9.0888671875,-11.05078125,1.841796875
0.0125,6.24609375,-10.5302734375,4.1640625
0.013,4.083984375,-10.169921875,6.005859375
0.0135,1.921875,-10.4501953125,8.4482421875
0.014,-0.560546875,-9.048828125,9.369140625
0.0145,-1.681640625,-8.6083984375,10.0498046875
0.015,-3.68359375,-7.3271484375,10.6904296875
0.0155,-5.9658203125,-4.7646484375,10.41015625
0.016,-8.2880859375,-2.4423828125,10.3701171875
0.0165,-10.6103515625,0.0,10.25
0.017,-10.810546875,1.7216796875,8.6884765625
0.0175,-11.611328125,2.5625,8.6083984375
0.018,-11.8515625,5.2451171875,6.24609375
0.0185,-11.37109375,7.046875,3.84375
0.019,-11.4912109375,9.4091796875,1.681640625
0.0195,-10.5703125,10.650390625,-0.640625
0.02,-9.1689453125,10.490234375,-1.8818359375
0.0205,-8.4482421875,11.130859375,-3.2431640625
0.021,-5.4453125,10.6103515625,-5.8056640625
0.0215,-3.1630859375,10.169921875,-7.6474609375
0.022,-0.8408203125,10.330078125,-10.08984375
0.0225,1.44140625,8.7685546875,-10.73046875
0.023,2.3623046875,8.2880859375,-11.0908203125
0.0235,4.6845703125,6.5263671875,-11.69140625
0.024,7.046875,3.923828125,-11.37109375
0.0245,9.208984375,1.521484375,-11.130859375
0.025,11.37109375,-0.9609375,-10.890625
0.0255,11.37109375,-2.642578125,-9.2490234375
0.026,12.01171875,-3.603515625,-8.80859375
0.0265,12.171875,-6.486328125,-6.1259765625
0.027,11.53125,-8.0078125,-3.8837890625
0.0275,11.53125,-10.25,-1.6416015625
0.028,10.4501953125,-11.2509765625,0.640625
0.0285,8.96875,-10.890625,1.76171875
0.029,7.8076171875,-11.291015625,3.3232421875
0.0295,4.724609375,-10.8505859375,6.0458984375
0.03,2.5224609375,-10.2900390625,7.7275390625
0.0305,0.1201171875,-10.25,10.009765625
0.031,-2.001953125,-8.6884765625,10.490234375
0.0315,-2.962890625,-7.9677734375,10.6103515625
0.032,-5.6455078125,-5.765625,11.130859375
0.0325,-7.84765625,-3.283203125,10.73046875
0.033,-9.689453125,-1.041015625,10.330078125
0.0335,-11.6513671875,1.2412109375,10.009765625
0.034,-11.5712890625,3.0029296875,8.248046875
0.0345,-12.01171875,4.2841796875,7.3671875
0.035,-12.171875,7.1669921875,4.6044921875
0.0355,-11.4111328125,8.4482421875,2.5625
0.036,-11.2509765625,10.41015625,0.4404296875
0.0365,-10.08984375,11.2509765625,-1.8017578125
0.037,-8.408203125,10.810546875,-3.0029296875
0.0375,-6.806640625,11.0908203125,-4.9248046875
0.038,-3.8837890625,10.6904296875,-7.447265625
0.0385,-1.8017578125,10.0498046875,-8.888671875
0.039,0.6005859375,9.9296875,-11.0107421875
0.0395,2.5625,8.2880859375,-11.291015625
0.04,3.7236328125,7.20703125,-11.37109375
0.0405,6.6865234375,4.724609375,-11.8515625
0.041,8.6083984375,2.2421875,-11.291015625
0.0415,10.169921875,0.16015625,-10.7705078125
0.042,11.8515625,-1.921875,-10.3701171875
0.0425,11.771484375,-3.8037109375,-8.3681640625
0.043,12.01171875,-5.2451171875,-7.1669921875
0.0435,12.1318359375,-8.0078125,-4.484375
0.044,11.2109375,-9.048828125,-2.5224609375
0.0445,11.0107421875,-10.73046875,-0.6005859375
0.045,9.609375,-11.3310546875,1.5615234375
0.0455,7.767578125,-10.7705078125,2.8828125
0.046,5.92578125,-10.970703125,4.96484375
0.0465,3.203125,-10.5703125,7.287109375
0.047,1.28125,-9.849609375,8.4482421875
0.0475,-1.0009765625,-9.609375,10.3701171875
0.048,-2.8828125,-7.84765625,10.5302734375
0.0485,-4.32421875,-6.56640625,10.5302734375
0.049,-7.20703125,-4.083984375,10.890625
0.0495,-8.9287109375,-1.8017578125,10.2099609375
0.05,-10.25,0.240234375,9.689453125
0.0505,-11.611328125,2.0419921875,9.2490234375
0.051,-11.4111328125,3.923828125,7.1669921875
0.0515,-11.5712890625,5.525390625,5.685546875
0.052,-11.7314453125,8.0478515625,3.2431640625
0.0525,-10.650390625,8.9287109375,1.3212890625
0.053,-10.5302734375,10.41015625,-0.400390625
0.0535,-8.96875,10.8505859375,-2.4423828125
0.054,-7.0869140625,10.2900390625,-3.8837890625
0.0545,-5.0849609375,10.5302734375,-6.1259765625
0.055,-2.6025390625,10.08984375,-8.16796875
0.0555,-0.80078125,9.2890625,-9.1689453125
0.056,1.28125,9.0888671875,-10.890625
0.0565,3.283203125,7.1669921875,-10.970703125
0.057,4.884765625,5.60546875,-10.970703125
0.0575,7.7275390625,3.1630859375,-11.4111328125
0.058,9.208984375,0.880859375,-10.4501953125
0.0585,10.41015625,-0.80078125,-10.009765625
0.059,11.53125,-2.5625,-9.4091796875
0.0595,11.291015625,-4.4443359375,-7.20703125
0.06,11.37109375,-6.166015625,-5.60546875
0.0605,11.53125,-8.568359375,-3.283203125
0.061,10.2900390625,-9.1689453125,-1.44140625
0.0615,10.2099609375,-10.5703125,0.1201171875
0.062,8.3681640625,-10.73046875,2.2421875
0.0625,6.3662109375,-10.169921875,3.68359375
0.063,4.404296875,-10.41015625,5.92578125
0.0635,2.001953125,-9.9296875,7.8076171875
0.064,0.2802734375,-9.0888671875,8.6884765625
0.0645,-1.6015625,-8.8486328125,10.169921875
0.065,-3.7236328125,-6.7666015625,10.169921875
0.0655,-5.60546875,-4.96484375,10.08984375
0.066,-8.2880859375,-2.642578125,10.5703125
0.0665,-9.4892578125,-0.3603515625,9.44921875
0.067,-10.5703125,1.0810546875,9.1689453125
0.0675,-11.451171875,2.8427734375,8.2880859375
0.068,-11.1708984375,4.8046875,6.005859375
0.0685,-11.2509765625,6.6865234375,4.1240234375
0.069,-11.3310546875,8.96875,1.9619140625
0.0695,-9.8896484375,9.3291015625,0.1201171875
0.07,-9.849609375,10.5302734375,-1.28125
0.0705,-7.7275390625,10.5703125,-3.4833984375
0.071,-5.525390625,10.0498046875,-5.1650390625
0.0715,-3.5634765625,10.3701171875,-7.447265625
0.072,-1.12109375,9.6494140625,-9.1689453125
0.0725,0.6005859375,8.6884765625,-9.9296875
0.073,2.2421875,8.3681640625,-11.0908203125
0.0735,4.484375,6.0458984375,-11.0908203125
0.074,6.6064453125,3.923828125,-10.970703125
0.0745,9.4091796875,1.521484375,-11.291015625
0.075,10.330078125,-0.8408203125,-9.8896484375
0.0755,11.1708984375,-1.921875,-9.6494140625
0.076,11.8115234375,-3.84375,-8.408203125
0.0765,11.451171875,-5.9658203125,-5.845703125
0.077,11.451171875,-7.9677734375,-3.8837890625
0.0775,11.37109375,-10.08984375,-1.6015625
0.078,9.689453125,-10.1298828125,0.2802734375
0.0785,9.529296875,-11.05078125,1.361328125
0.079,7.046875,-10.890625,3.68359375
0.0795,4.6044921875,-10.2900390625,5.60546875
0.08,2.5625,-10.5703125,7.8876953125
