wavelength,x,y,z
0.0,3.5634765625,3.0830078125,-12.33203125
0.0005,5.2451171875,1.2412109375,-12.171875
0.001,7.5673828125,-0.7607421875,-12.4921875
0.0015,10.08984375,-2.962890625,-12.33203125
0.002,10.970703125,-4.7646484375,-10.8505859375
0.0025,12.65234375,-5.7255859375,-10.9306640625
0.003,12.7724609375,-7.20703125,-8.7685546875
0.0035,12.412109375,-7.8076171875,-7.0068359375
0.004,12.6123046875,-9.2890625,-4.64453125
0.0045,11.5712890625,-9.849609375,-2.0419921875
0.005,10.330078125,-9.5693359375,-0.1201171875
0.0055,9.6494140625,-9.849609375,1.921875
0.006,6.8466796875,-8.568359375,4.1640625
0.0065,5.0849609375,-7.7275390625,5.7255859375
0.007,2.40234375,-7.1669921875,8.568359375
0.0075,-0.16015625,-5.28515625,9.6494140625
0.008,-2.001953125,-4.5244140625,11.130859375
0.0085,-4.1640625,-2.8427734375,11.8115234375
0.009,-6.0458984375,-0.6806640625,11.53125
0.0095,-8.248046875,1.3212890625,11.69140625
0.01,-10.6103515625,3.4833984375,11.53125
0.0105,-11.1708984375,5.0849609375,9.849609375
0.011,-12.5322265625,5.7255859375,9.9296875
0.0115,-12.4921875,7.1669921875,7.6474609375
0.012,-12.01171875,7.927734375,5.525390625
0.0125,-12.2119140625,9.2490234375,3.36328125
0.013,-11.05078125,9.609375,0.7607421875
0.0135,-9.76953125,9.12890625,-0.9609375
0.014,-9.048828125,9.2490234375,-2.802734375
0.0145,-6.24609375,8.0078125,-5.0048828125
0.015,-4.4443359375,7.126953125,-6.56640625
0.0155,-1.9619140625,6.6865234375,-9.208984375
0.016,0.560546875,4.724609375,-9.9697265625
0.0165,2.0419921875,3.923828125,-11.2509765625
0.017,4.2041015625,2.2421875,-11.931640625
0.0175,6.0859375,0.16015625,-11.6513671875
0.018,8.3681640625,-1.841796875,-11.8115234375
0.0185,10.5302734375,-3.8837890625,-11.4111328125
0.019,10.9306640625,-5.1650390625,-9.8896484375
0.0195,12.091796875,-5.6455078125,-10.009765625
0.02,12.01171875,-7.126953125,-7.7275390625
0.0205,11.5712890625,-7.9677734375,-5.5654296875
0.021,11.8115234375,-9.2890625,-3.443359375
0.0215,10.4501953125,-9.4091796875,-0.9609375
0.022,9.3291015625,-8.9287109375,0.560546875
0.0225,8.4482421875,-8.888671875,2.322265625
0.023,5.685546875,-7.6875,4.5244140625
0.0235,3.7236328125,-6.9267578125,6.2861328125
0.024,1.4013671875,-6.3662109375,8.888671875
0.0245,-1.041015625,-4.484375,9.529296875
0.025,-2.2822265625,-3.84375,10.5703125
0.0255,-4.4443359375,-2.0419921875,11.130859375
0.026,-6.40625,0.1201171875,10.8505859375
0.0265,-8.7685546875,2.1220703125,10.970703125
0.027,-10.73046875,4.0439453125,10.4501953125
0.0275,-10.890625,5.0849609375,9.0087890625
0.028,-11.8515625,5.5654296875,8.96875
0.0285,-11.7314453125,7.126953125,6.5263671875
0.029,-11.291015625,7.9677734375,4.3642578125
0.0295,-11.4912109375,9.2890625,2.1220703125
0.03,-10.009765625,9.2490234375,-0.3203125
0.0305,-8.96875,8.6083984375,-1.5615234375
0.031,-7.927734375,8.4482421875,-3.2431640625
0.0315,-5.125,7.3271484375,-5.525390625
0.032,-2.9228515625,6.646484375,-7.4072265625
0.0325,-0.640625,5.8857421875,-9.8095703125
0.033,1.6015625,3.923828125,-10.330078125
0.0335,2.642578125,3.36328125,-11.130859375
0.034,4.9248046875,1.44140625,-11.611328125
0.0345,6.9267578125,-0.80078125,-11.291015625
0.035,9.369140625,-2.8828125,-11.291015625
0.0355,11.0908203125,-4.64453125,-10.73046875
0.036,11.0908203125,-5.4453125,-9.3291015625
0.0365,11.8515625,-5.8857421875,-9.048828125
0.037,11.8115234375,-7.6875,-6.3662109375
0.0375,11.2509765625,-8.3681640625,-4.244140625
0.038,11.2509765625,-9.6494140625,-1.8017578125
0.0385,9.6494140625,-9.369140625,0.5205078125
0.039,8.5283203125,-8.48828125,1.5615234375
0.0395,7.1669921875,-8.2880859375,3.4033203125
0.04,4.3642578125,-7.287109375,5.7255859375
0.0405,2.0419921875,-6.3662109375,7.767578125
0.041,-0.4404296875,-5.6455078125,10.009765625
0.0415,-2.4423828125,-3.603515625,10.2900390625
0.042,-3.283203125,-2.8828125,10.7705078125
0.0425,-5.92578125,-0.720703125,11.2509765625
0.043,-7.767578125,1.361328125,10.8505859375
0.0435,-9.9697265625,3.3232421875,10.650390625
0.044,-11.53125,4.96484375,10.0498046875
0.0445,-11.291015625,5.7255859375,8.4482421875
0.045,-11.8916015625,6.3662109375,7.7275390625
0.0455,-11.8515625,8.1279296875,4.96484375
0.046,-11.130859375,8.48828125,2.9228515625
0.0465,-10.9306640625,9.609375,0.560546875
0.047,-9.3291015625,9.208984375,-1.6416015625
0.0475,-8.0078125,8.2080078125,-2.72265625
0.048,-6.40625,7.7275390625,-4.884765625
0.0485,-3.5634765625,6.88671875,-7.0869140625
0.049,-1.361328125,5.8056640625,-8.8486328125
0.0495,1.0009765625,5.044921875,-10.8505859375
0.05,2.8427734375,3.123046875,-11.0107421875
0.0505,3.84375,2.2021484375,-11.3310546875
0.051,6.6865234375,-0.16015625,-11.8515625
0.0515,8.4482421875,-2.1220703125,-11.291015625
0.052,10.2099609375,-3.84375,-10.9306640625
0.0525,11.6513671875,-5.28515625,-10.330078125
0.053,11.4912109375,-6.2060546875,-8.5283203125
0.0535,11.8115234375,-6.88671875,-7.5673828125
0.054,11.8115234375,-8.5283203125,-4.884765625
0.0545,10.890625,-8.6884765625,-2.8427734375
0.055,10.6103515625,-9.5693359375,-0.6806640625
0.0555,8.96875,-9.12890625,1.521484375
0.056,7.1669921875,-8.2080078125,2.8427734375
0.0565,5.4052734375,-7.767578125,5.0048828125
0.057,2.8427734375,-6.8466796875,7.20703125
0.0575,0.7607421875,-5.5654296875,8.6484375
0.058,-1.521484375,-4.8046875,10.5703125
