wavelength,x,y,z
0.0,3.052978515625,-4.994873046875,1.331298828125
0.0005,3.253173828125,-4.554443359375,0.650634765625
0.001,3.813720703125,-4.434326171875,0.010009765625
0.0015,3.853759765625,-3.713623046875,-0.790771484375
0.002,4.134033203125,-3.233154296875,-1.391357421875
0.0025,4.254150390625,-2.432373046875,-2.392333984375
0.003,4.454345703125,-1.791748046875,-3.153076171875
0.0035,3.773681640625,-0.790771484375,-3.473388671875
0.004,3.533447265625,0.050048828125,-4.033935546875
0.0045,2.572509765625,1.131103515625,-4.073974609375
0.005,2.252197265625,1.811767578125,-4.434326171875
0.0055,1.291259765625,3.052978515625,-4.634521484375
0.006,0.570556640625,3.493408203125,-4.354248046875
0.0065,-0.350341796875,3.893798828125,-3.873779296875
0.007,-1.191162109375,4.294189453125,-3.473388671875
0.0075,-2.232177734375,4.494384765625,-2.592529296875
0.008,-3.072998046875,4.694580078125,-1.991943359375
0.0085,-4.274169921875,4.934814453125,-1.071044921875
0.009,-4.434326171875,4.134033203125,-0.190185546875
0.0095,-4.914794921875,3.973876953125,0.570556640625
0.01,-4.954833984375,3.052978515625,1.451416015625
0.0105,-5.114990234375,2.492431640625,2.212158203125
0.011,-5.195068359375,1.531494140625,3.173095703125
0.0115,-5.155029296875,0.770751953125,3.933837890625
0.012,-4.194091796875,-0.510498046875,4.134033203125
0.0125,-3.993896484375,-1.271240234375,4.654541015625
0.013,-2.752685546875,-2.512451171875,4.614501953125
0.0135,-2.312255859375,-3.153076171875,4.814697265625
0.014,-1.231201171875,-4.354248046875,4.894775390625
0.0145,-0.310302734375,-4.714599609375,4.334228515625
0.015,0.610595703125,-5.034912109375,3.773681640625
0.0155,1.571533203125,-5.395263671875,3.133056640625
0.016,2.692626953125,-5.435302734375,2.092041015625
0.0165,3.413330078125,-5.515380859375,1.451416015625
0.017,4.454345703125,-5.635498046875,0.530517578125
0.0175,4.454345703125,-4.594482421875,-0.390380859375
0.018,4.814697265625,-4.354248046875,-1.031005859375
0.0185,4.894775390625,-3.273193359375,-2.192138671875
0.019,4.894775390625,-2.712646484375,-2.752685546875
0.0195,4.934814453125,-1.711669921875,-3.713623046875
0.02,4.734619140625,-0.870849609375,-4.354248046875
0.0205,3.693603515625,0.450439453125,-4.514404296875
0.021,3.333251953125,1.251220703125,-4.954833984375
0.0215,2.052001953125,2.532470703125,-4.994873046875
0.022,1.611572265625,3.133056640625,-5.034912109375
0.0225,0.570556640625,4.254150390625,-5.114990234375
0.023,-0.510498046875,4.494384765625,-4.314208984375
0.0235,-1.351318359375,4.854736328125,-3.833740234375
0.024,-2.552490234375,5.175048828125,-2.992919921875
0.0245,-3.593505859375,5.215087890625,-1.991943359375
0.025,-4.274169921875,5.135009765625,-1.271240234375
0.0255,-5.155029296875,5.135009765625,-0.350341796875
0.026,-5.195068359375,4.013916015625,0.730712890625
0.0265,-5.555419921875,3.773681640625,1.331298828125
0.027,-5.635498046875,2.532470703125,2.652587890625
0.0275,-5.595458984375,1.931884765625,3.173095703125
0.028,-5.475341796875,0.890869140625,4.134033203125
0.0285,-5.114990234375,-0.110107421875,4.614501953125
0.029,-3.993896484375,-1.391357421875,4.774658203125
0.0295,-3.553466796875,-2.192138671875,5.135009765625
0.03,-2.232177734375,-3.553466796875,5.135009765625
0.0305,-1.711669921875,-4.033935546875,5.094970703125
0.031,-0.630615234375,-5.074951171875,4.974853515625
0.0315,0.490478515625,-5.235107421875,4.093994140625
0.032,1.291259765625,-5.515380859375,3.533447265625
0.0325,2.612548828125,-5.835693359375,2.532470703125
0.033,3.533447265625,-5.875732421875,1.611572265625
0.0335,4.134033203125,-5.595458984375,0.890869140625
0.034,4.814697265625,-5.435302734375,0.010009765625
0.0345,4.774658203125,-4.314208984375,-1.031005859375
0.035,5.094970703125,-4.033935546875,-1.631591796875
0.0355,5.135009765625,-2.712646484375,-2.952880859375
0.036,5.094970703125,-2.232177734375,-3.353271484375
0.0365,4.894775390625,-1.191162109375,-4.194091796875
0.037,4.334228515625,-0.150146484375,-4.634521484375
0.0375,3.333251953125,1.051025390625,-4.794677734375
0.038,2.812744140625,1.931884765625,-5.114990234375
0.0385,1.571533203125,3.253173828125,-5.155029296875
0.039,1.131103515625,3.573486328125,-4.994873046875
0.0395,0.010009765625,4.534423828125,-4.834716796875
0.04,-1.111083984375,4.654541015625,-3.873779296875
0.0405,-1.871826171875,4.974853515625,-3.513427734375
0.041,-3.233154296875,5.175048828125,-2.392333984375
0.0415,-3.993896484375,5.255126953125,-1.591552734375
0.042,-4.514404296875,4.934814453125,-0.790771484375
0.0425,-5.195068359375,4.654541015625,0.130126953125
0.043,-5.155029296875,3.573486328125,1.171142578125
0.0435,-5.435302734375,3.293212890625,1.731689453125
0.044,-5.515380859375,2.011962890625,3.052978515625
0.0445,-5.395263671875,1.531494140625,3.373291015625
0.045,-5.114990234375,0.450439453125,4.134033203125
0.0455,-4.394287109375,-0.670654296875,4.494384765625
0.046,-3.593505859375,-1.711669921875,4.734619140625
0.0465,-2.952880859375,-2.632568359375,4.974853515625
0.047,-1.951904296875,-3.793701171875,5.054931640625
0.0475,-1.271240234375,-4.114013671875,4.694580078125
0.048,-0.270263671875,-4.914794921875,4.494384765625
0.0485,0.770751953125,-5.074951171875,3.493408203125
0.049,1.491455078125,-5.435302734375,3.173095703125
0.0495,2.892822265625,-5.515380859375,2.052001953125
0.05,3.453369140625,-5.515380859375,1.451416015625
0.0505,3.973876953125,-5.155029296875,0.570556640625
0.051,4.494384765625,-4.834716796875,-0.270263671875
0.0515,4.454345703125,-3.873779296875,-1.151123046875
0.052,4.694580078125,-3.553466796875,-1.751708984375
0.0525,4.854736328125,-2.432373046875,-2.912841796875
0.053,4.614501953125,-1.951904296875,-3.193115234375
