wavelength,x,y,z
0.0,4.614501953125,-4.434326171875,-1.911865234375
0.0005,4.254150390625,-4.994873046875,-1.151123046875
0.001,3.413330078125,-5.275146484375,0.010009765625
0.0015,2.412353515625,-5.675537109375,1.211181640625
0.002,1.291259765625,-5.875732421875,2.652587890625
0.0025,0.530517578125,-6.196044921875,3.693603515625
0.003,-0.270263671875,-6.356201171875,4.534423828125
0.0035,-1.191162109375,-5.875732421875,5.094970703125
0.004,-2.392333984375,-4.914794921875,5.415283203125
0.0045,-3.593505859375,-3.793701171875,5.815673828125
0.005,-4.594482421875,-2.712646484375,5.975830078125
0.0055,-5.114990234375,-1.951904296875,6.055908203125
0.006,-5.275146484375,-1.311279296875,5.815673828125
0.0065,-5.155029296875,-0.510498046875,5.135009765625
0.007,-5.155029296875,0.690673828125,4.334228515625
0.0075,-5.155029296875,2.011962890625,3.213134765625
0.008,-5.074951171875,3.093017578125,2.332275390625
0.0085,-4.914794921875,3.813720703125,1.571533203125
0.009,-4.394287109375,4.214111328125,0.810791015625
0.0095,-3.553466796875,4.494384765625,-0.390380859375
0.01,-2.552490234375,5.054931640625,-1.671630859375
0.0105,-1.431396484375,5.295166015625,-3.032958984375
0.011,-0.790771484375,5.615478515625,-4.033935546875
0.0115,0.090087890625,5.615478515625,-4.794677734375
0.012,1.131103515625,4.934814453125,-5.275146484375
0.0125,2.372314453125,3.973876953125,-5.715576171875
0.013,3.653564453125,2.812744140625,-6.035888671875
0.0135,4.454345703125,1.811767578125,-6.156005859375
0.014,4.854736328125,1.171142578125,-6.236083984375
0.0145,4.934814453125,0.450439453125,-5.795654296875
0.015,4.814697265625,-0.630615234375,-4.994873046875
0.0155,4.854736328125,-1.831787109375,-4.154052734375
0.016,4.814697265625,-3.193115234375,-3.032958984375
0.0165,4.654541015625,-4.154052734375,-2.152099609375
0.017,4.494384765625,-4.834716796875,-1.431396484375
0.0175,3.733642578125,-5.155029296875,-0.550537109375
0.018,2.772705078125,-5.435302734375,0.770751953125
0.0185,1.651611328125,-5.795654296875,2.252197265625
0.019,0.770751953125,-6.115966796875,3.333251953125
0.0195,0.130126953125,-6.356201171875,4.294189453125
0.02,-0.870849609375,-6.115966796875,4.934814453125
