wavelength,x,y,z
0.0,0.930908203125,-5.595458984375,2.812744140625
0.0005,0.250244140625,-5.715576171875,3.493408203125
0.001,-0.710693359375,-5.635498046875,4.334228515625
0.0015,-1.671630859375,-5.515380859375,5.255126953125
0.002,-3.072998046875,-4.354248046875,5.775634765625
0.0025,-3.913818359375,-3.393310546875,5.895751953125
0.003,-4.354248046875,-2.392333984375,5.575439453125
0.0035,-4.834716796875,-1.551513671875,5.455322265625
0.004,-5.275146484375,-0.630615234375,5.175048828125
0.0045,-5.635498046875,0.450439453125,4.934814453125
0.005,-5.475341796875,1.651611328125,3.853759765625
0.0055,-5.074951171875,2.612548828125,2.692626953125
0.006,-4.634521484375,3.333251953125,1.771728515625
0.0065,-4.274169921875,3.973876953125,0.930908203125
0.007,-3.833740234375,4.654541015625,-0.190185546875
0.0075,-2.832763671875,5.054931640625,-1.591552734375
0.008,-1.911865234375,5.215087890625,-2.632568359375
0.0085,-0.870849609375,4.974853515625,-3.473388671875
0.009,-0.150146484375,5.014892578125,-4.194091796875
0.0095,0.850830078125,4.814697265625,-4.994873046875
0.01,1.891845703125,4.654541015625,-5.915771484375
0.0105,3.173095703125,3.333251953125,-6.156005859375
0.011,4.053955078125,2.092041015625,-6.035888671875
0.0115,4.414306640625,1.211181640625,-5.715576171875
0.012,4.774658203125,0.410400390625,-5.475341796875
0.0125,5.094970703125,-0.710693359375,-5.155029296875
0.013,5.255126953125,-1.991943359375,-4.354248046875
0.0135,5.094970703125,-3.072998046875,-3.353271484375
0.014,4.614501953125,-3.833740234375,-2.272216796875
0.0145,4.134033203125,-4.474365234375,-1.271240234375
0.015,3.653564453125,-5.114990234375,-0.390380859375
0.0155,3.293212890625,-5.835693359375,0.650634765625
0.016,1.891845703125,-5.995849609375,2.212158203125
0.0165,0.810791015625,-5.915771484375,3.173095703125
0.017,0.010009765625,-5.795654296875,3.853759765625
0.0175,-0.910888671875,-5.755615234375,4.614501953125
0.018,-1.951904296875,-5.315185546875,5.455322265625
0.0185,-3.153076171875,-4.594482421875,6.135986328125
0.019,-4.234130859375,-3.513427734375,6.296142578125
0.0195,-4.834716796875,-2.232177734375,5.975830078125
0.02,-5.155029296875,-1.311279296875,5.655517578125
0.0205,-5.395263671875,-0.390380859375,5.255126953125
0.021,-5.795654296875,0.610595703125,5.014892578125
0.0215,-5.675537109375,2.132080078125,3.653564453125
0.022,-5.275146484375,3.093017578125,2.572509765625
0.0225,-4.834716796875,3.733642578125,1.571533203125
0.023,-4.354248046875,4.334228515625,0.690673828125
0.0235,-3.753662109375,4.934814453125,-0.430419921875
0.024,-3.072998046875,5.455322265625,-1.631591796875
0.0245,-1.711669921875,5.575439453125,-3.032958984375
0.025,-0.590576171875,5.255126953125,-3.913818359375
0.0255,0.250244140625,5.094970703125,-4.594482421875
0.026,1.091064453125,4.974853515625,-5.275146484375
0.0265,2.212158203125,4.614501953125,-6.156005859375
0.027,3.693603515625,3.213134765625,-6.556396484375
0.0275,4.494384765625,2.132080078125,-6.476318359375
0.028,4.894775390625,1.091064453125,-6.115966796875
0.0285,5.175048828125,0.170166015625,-5.755615234375
0.029,5.375244140625,-0.990966796875,-5.275146484375
