wavelength,x,y,z
0.0,2.802734375,7.1669921875,-10.330078125
0.0005,4.2841796875,5.8056640625,-10.5302734375
0.001,7.126953125,3.36328125,-10.9306640625
0.0015,8.6083984375,1.1611328125,-10.25
0.002,10.009765625,-0.640625,-9.849609375
0.0025,11.2109375,-2.40234375,-9.2490234375
0.003,10.9306640625,-4.1640625,-7.20703125
0.0035,11.0908203125,-5.8056640625,-5.685546875
0.004,11.2109375,-8.2080078125,-3.36328125
0.0045,10.1298828125,-8.96875,-1.44140625
0.005,10.0498046875,-10.3701171875,0.240234375
0.0055,8.2880859375,-10.5703125,2.2822265625
0.006,6.40625,-10.0498046875,3.7236328125
0.0065,4.3642578125,-10.25,6.0458984375
0.007,2.0419921875,-9.8095703125,7.9677734375
0.0075,0.2802734375,-8.96875,8.96875
0.008,-1.6015625,-8.728515625,10.5302734375
0.0085,-3.6435546875,-6.7265625,10.5302734375
0.009,-5.3251953125,-5.044921875,10.5703125
0.0095,-8.1279296875,-2.72265625,11.0107421875
0.01,-9.369140625,-0.400390625,10.0498046875
0.0105,-10.5302734375,1.12109375,9.6494140625
0.011,-11.4912109375,2.8427734375,8.9287109375
0.0115,-11.0908203125,4.8046875,6.6064453125
0.012,-11.1708984375,6.56640625,4.8046875
0.0125,-11.291015625,8.888671875,2.5625
0.013,-9.8896484375,9.3291015625,0.6005859375
0.0135,-9.849609375,10.5302734375,-0.80078125
0.014,-7.767578125,10.5703125,-3.0029296875
0.0145,-5.60546875,9.9697265625,-4.64453125
0.015,-3.603515625,10.169921875,-6.9267578125
0.0155,-1.2412109375,9.609375,-8.7685546875
0.016,0.5205078125,8.6083984375,-9.4892578125
0.0165,2.08203125,8.2880859375,-10.810546875
0.017,4.3642578125,6.005859375,-10.7705078125
0.0175,6.24609375,3.9638671875,-10.73046875
0.018,9.0087890625,1.6416015625,-11.05078125
0.0185,10.009765625,-0.720703125,-9.76953125
0.019,10.8505859375,-1.921875,-9.44921875
0.0195,11.611328125,-3.68359375,-8.3681640625
0.02,11.1708984375,-5.765625,-5.845703125
0.0205,11.1708984375,-7.5673828125,-3.923828125
0.021,11.130859375,-9.76953125,-1.681640625
0.0215,9.4892578125,-9.9296875,0.2802734375
0.022,9.4091796875,-10.890625,1.44140625
0.0225,7.046875,-10.6904296875,3.68359375
0.023,4.724609375,-10.0498046875,5.4453125
0.0235,2.72265625,-10.25,7.6875
0.024,0.3203125,-9.44921875,9.3291015625
0.0245,-1.2412109375,-8.408203125,9.8896484375
0.025,-2.7626953125,-7.9677734375,10.9306640625
0.0255,-5.125,-5.525390625,10.810546875
0.026,-7.0869140625,-3.36328125,10.6904296875
0.0265,-9.689453125,-1.0009765625,10.970703125
0.027,-10.41015625,1.201171875,9.529296875
0.0275,-11.130859375,2.162109375,9.2890625
0.028,-11.611328125,4.0439453125,7.84765625
0.0285,-11.2109375,6.1259765625,5.28515625
0.029,-11.1708984375,8.087890625,3.2431640625
0.0295,-10.9306640625,10.0498046875,1.0009765625
0.03,-9.2890625,10.0498046875,-0.80078125
0.0305,-9.12890625,10.7705078125,-1.8017578125
0.031,-6.486328125,10.490234375,-4.2041015625
0.0315,-4.1640625,9.9296875,-6.0859375
0.032,-2.0419921875,10.08984375,-8.48828125
0.0325,0.400390625,9.048828125,-9.8095703125
0.033,1.6416015625,8.1279296875,-10.2099609375
0.0335,3.1630859375,7.3271484375,-11.05078125
0.034,5.7255859375,4.8046875,-10.970703125
0.0345,7.7275390625,2.5625,-10.7705078125
0.035,10.3701171875,0.1201171875,-10.890625
0.0355,10.810546875,-1.9619140625,-9.3291015625
0.036,11.37109375,-2.802734375,-9.0087890625
0.0365,11.7314453125,-5.0048828125,-7.126953125
0.037,11.2509765625,-7.046875,-4.6044921875
0.0375,11.130859375,-9.048828125,-2.40234375
0.038,10.6904296875,-10.7705078125,0.0
0.0385,8.96875,-10.490234375,1.44140625
0.039,8.48828125,-10.9306640625,2.5224609375
0.0395,5.6455078125,-10.6103515625,5.125
0.04,3.3232421875,-10.0498046875,6.9267578125
0.0405,1.0009765625,-10.1298828125,9.2890625
0.041,-1.28125,-8.96875,10.41015625
0.0415,-2.40234375,-8.0078125,10.5302734375
